completed,oid,taxon,mbNumber,guid,CORRECT_taxon,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource,,,,,,,,
,5a74e97cf36d281a9f559e5f,Aureobasidiaceae,NA,NA,Aureobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph,Possible,Facultative Yeast,NULL,NULL,"Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, G?owacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ee791497fd28ebd548,Alternaria zinniae,284044,1CB17D38-36B9-11D5-9548-00D0592D548C,Alternaria zinniae,20,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Probable,Microfungus,NULL,Host - Asteraceae,"Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ee791497fd28ebdcb7,Colletotrichum orbiculare,804706,A3067DE0-2E4B-42A1-AA81-8C62A3D08D71,Colletotrichum orbiculare,20,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Possible,Microfungus,NULL,"Endophyte host-Celastraceae, Fabaceae, Meliaceae, Sapotaceae","Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ef791497fd28ebeb0e,Mucor racemosus,247402,F730D645-36AC-4578-8740-59DA6E8C4415,Mucor racemosus,20,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Possible,NULL,NULL,Host - Poaceae,"Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ef791497fd28ebefdb,Phoma exigua,244574,B00195B9-BE71-4EF2-8233-D2B238B727A6,Phoma exigua,20,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Possible,Microfungus,NULL,Endophyte Host - Asteraceae (Costa et al. 2012),"Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f6ba1d734d1d33b3275316,Candida oleophila,327450,C4007F1B-DE04-4210-8B96-60F692BA8A53,Candida oleophila,20,Symbiotroph,Epiphyte,Probable,Dimorphic Yeast,NULL,Epiphyte detection method-culture (de Capdeville et al. 2002),"De Capdeville G, et al. 2002. Phytopathology 92:900-908 ((https://doi.org/10.1094/PHYTO.2002.92.8.900))",,,,,,,,
,58f450ef791497fd28ebecc6,Nucleophaga,20374,3A45EE0B-0632-43CA-A76D-F7339336E201,Nucleophaga,13,Pathotroph,Animal Parasite,Probable,NULL,NULL,NULL,"Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology - Basic Concepts, New India Publishing, New Delhi ((https://isbnsearch.org/isbn/9380235089)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe167,Ephelidium,22148,C5D14EDB-3AB9-4938-9416-278A0620ECD4,Ephelidium,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,"Dodge CW, Rudolph ED. 1955. Annals of the Missouri Botanical Garden 42:131-149 ((https://doi.org/10.2307/2394598))",,,,,,,,
,5a7535cf734d1d3bd58c4df5,Clathraceae,80602,NA,Clathraceae,9,Saprotroph,Undefined Saprotroph,Probable,Clathroid,NULL,Common name - stinkhorn,"Dring DM. 1980. Kew Bulletin 35:1-96 ((https://doi.org/10.2307/4117008)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb0e,Chaetomium funicolum,NA,NA,Chaetomium funicolum,20,Saprotroph,Wood Saprotroph,Probable,Microfungus,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045))",,,,,,,,
,58f450f1791497fd28ebfcfb,Xylaria,5832,1CB1CC91-36B9-11D5-9548-00D0592D548C,Xylaria,13,Saprotroph-Symbiotroph,Endophyte-Undefined Saprotroph-Wood Saprotroph,Probable,Xylarioid,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ef791497fd28ebef8f,Phialophora fastigiata,264693,1CB1ADD5-36B9-11D5-9548-00D0592D548C,Phialophora fastigiata,20,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany",,,,,,,,
,58f450ee791497fd28ebdb08,Chaetomium cochlioides,156751,1CB181F1-36B9-11D5-9548-00D0592D548C,Chaetomium cochlioides,20,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany",,,,,,,,
,58f450ef791497fd28ebee47,Penicillium,9257,1CB1C9C1-36B9-11D5-9548-00D0592D548C,Penicillium,13,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,591a92f9791497fd28ec1ac6,Arthrocatena,829384,60CB312E-F1B8-4BED-A2B2-0029234D5C8B,Arthrocatena,13,Saprotroph,Undefined Saprotroph,Highly Probable,Microfungus,NULL,On rock (Egidi et al. 2014),"Egidi E, et al. 2014. Fungal Diversity 65:127-165 ((https://doi.org/10.1007/s13225-013-0277-y))",,,,,,,,
,5b72495bfb6fc01094bd8919,Constantinomyces,829388,2D519707-9DE8-4E89-97A5-3EABAB0E8EF5,Constantinomyces,13,Saprotroph,Undefined Saprotroph,Possible,Yeast,NULL,NULL,"Egidi E, et al. 2014. Fungal Diversity 65:127-165 ((https://doi.org/10.1007/s13225-013-0277-y))",,,,,,,,
,58f450ee791497fd28ebd4d3,Agyrium,93,6EB30ABB-89FD-4E12-8A45-673CF540482B,Agyrium,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd4f5,Alectoria,116,5D8C64EB-2D94-44FA-B947-132EE2344C21,Alectoria,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd50c,Allarthonia,131,D1144598-3759-4DC6-B3CE-2F6D57BC225F,Allarthonia,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Chrysothrix,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd54e,Amandinea,27699,8AE51A70-A9CB-4656-AFEE-FBF140C5EFD7,Amandinea,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd585,Amphiloma,7137,NA,Amphiloma,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Lepraria,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd5b4,Anema,192,16EB2C98-A88C-46E8-BAF3-A35A2B291C7D,Anema,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd5d6,Anomomorpha,209,DCA30336-BE5D-49B3-BB4F-9980228FDD50,Anomomorpha,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd5fa,Anzia,237,0642560D-18A1-4823-A5C6-DF98BDCC2996,Anzia,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd745,Asterothyrium,434,4936EE6B-D0E5-459F-9C53-20B4A812DE34,Asterothyrium,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd7d9,Bathelium,"c(517, 518)","C(D097E20C-4ECA-4BA3-8B64-3F74F59BB0D5,570521C2-4EB9-4B24-B67B-0DB67FDE5C77)",Bathelium,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd802,Biatora,"c(557, 558)","C(AD464696-8499-4388-A697-0A8972FB7549,1CB1C505-36B9-11D5-9548-00D0592D548C)",Biatora,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebd8f4,Bryopogon,"c(667, 668)","C(1AF1B10F-BD67-4AE2-8300-2255487830D1,CC0F4F18-BA41-4F23-89CC-EBBAE4DA9DFF)",Bryopogon,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Bryoria,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebda05,Catopyrenium,850,3FA56B5B-6383-4102-89A0-3D80F417CB7E,Catopyrenium,13,Symbiotroph,Lichenized,Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebdbaf,Circinaria,"c(1062, 1061, 1060, 1063, 39053)","C(6D900F4D-2A34-454C-A2F5-EE38F16B3F30,253297A4-65AE-443F-8743-4732272E7DAC,C8C0178B-5E26-4FAC-BB1D-53225EB5B9C7,D3B5F5D5-4090-44A1-B113-456D49A14E1D,DA3722D5-171F-421C-90E0-2A1CCC59BDC6)",Circinaria,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebdc3e,Clypeolina,1117,A3013B42-E558-4AF8-A225-01CE466C2ACB,Clypeolina,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebdc91,Collemopsis,1183,4E03B962-CB48-4DF2-8C57-2359DCEE5B23,Collemopsis,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Lempholemma,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebdd6b,Cornicularia,1248,D48AB9E2-D1DE-43D3-9F59-95CE86DE7E56,Cornicularia,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebde73,Cyphelium,1387,773A1D6C-8972-44AB-B642-923BA06F521C,Cyphelium,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebdebd,Dactylina,1403,83C63406-1C16-4ED9-A8D9-27485D1EC2AA,Dactylina,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebdf23,Dermatina,91017,70855D8D-1B9C-4BCB-B039-DDEB923F4FC3,Dermatina,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Pezicula,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebdf25,Dermatocarpon,1469,2CCF97CE-CAF2-4B9A-9B94-7EF4CF52072B,Dermatocarpon,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebdf8f,Dictyonema,17506,1CB1C695-36B9-11D5-9548-00D0592D548C,Dictyonema,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebe006,Diplotomma,1629,17AFEE0B-37CF-4714-B0E2-DE8A3EE68FBC,Diplotomma,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebe0e6,Enchylium,1780,F67DFD99-EE1A-4A9D-8BB4-998CEB205FF2,Enchylium,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebe1e7,Everniastrum,1955,2984B7CB-FBC1-4BA1-9B93-AA22BC2C37B9,Everniastrum,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebe21d,Fayodia leucophylla,330849,D8F8C684-F71C-42C0-975B-981EEE6D6D9D,Fayodia leucophylla,20,Pathotroph,Lichen Parasite,Possible,NULL,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebe2c0,Fuscidea,2022,6A32202A-A0BD-46E5-9019-FBE66C30082A,Fuscidea,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ee791497fd28ebe2c6,Fuscopannaria,27192,50EF0875-5A3A-4922-98B8-84676BAC306D,Fuscopannaria,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe43a,Gyalecta,2154,D80AA095-3642-47E3-8496-FB1A0DC528D7,Gyalecta,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe440,Gyalolechia,2163,70CD49AA-501A-46B6-BBE0-2C2B893A4043,Gyalolechia,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Caloplaca and Fulgensia,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe44a,Gymnoderma,2170,92351DB0-52BF-49FC-89DB-16CD85255F9F,Gymnoderma,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Cetradonia,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe46b,Gyrophora,2187,4067BB1D-F857-4AD4-83DA-2D350C2051AA,Gyrophora,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Umbilicaria,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe54c,Heterothecium,2327,250E7F11-FDF1-4489-8C71-B7D892B31CC8,Heterothecium,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Piccolia,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe564,Hobsonia christiansenii,129010,1D3370BA-1B6F-4458-AD8F-0C2BFE7CCE56,Hobsonia christiansenii,20,Pathotroph,Lichen Parasite,Possible,NULL,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe6a1,Jarixa,NA,NA,Jarixa,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe78b,Lecanactis,2676,CF4AAB91-5B91-4CF0-8B30-C274EF25F2E5,Lecanactis,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe7c6,Lepidoma,2743,E004ECF4-08D4-492E-8EE6-6FE349F83C9B,Lepidoma,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Lecidoma,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe883,Lichenostigma ampla,NA,NA,Lichenostigma ampla,20,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe884,Lichenostigma anatolica,NA,NA,Lichenostigma anatolica,20,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe888,Lichenostigma elongata,434440,2AF2027D-AD58-4232-8CA8-FADFD1DC68F9,Lichenostigma elongata,20,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe88b,Lichenostigma rugosa,104461,93E56B90-FBBE-4FED-B9BA-540A60B996BB,Lichenostigma rugosa,20,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe88d,Lichenostigma semiimmersa,580665,C4C715B2-9361-4243-B38B-84C1B9FABDA2,Lichenostigma semiimmersa,20,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe8c7,Llimoniella neglecta,361285,8219671B-BD00-4C78-B63C-430B7032C2FC,Llimoniella neglecta,20,Pathotroph,Lichen Parasite,Probable,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebe9b7,Megalospora,3047,29A80D53-E517-4D92-9A53-E52FEF8EDBC0,Megalospora,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebea2d,Metamelaena,NA,NA,Metamelaena,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebea3b,Micarea,3149,DF244C53-2D4F-4031-857A-B670435C606D,Micarea,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebea3c,Micareopis,NA,NA,Micareopis,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebeaa9,Mobergia,26304,1691E1B5-A22D-4BAF-84AB-936A3CBBEC2F,Mobergia,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebeb78,Mycoporellum,3335,1CB192D6-36B9-11D5-9548-00D0592D548C,Mycoporellum,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Mycoporum,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebeb79,Mycoporum,3337,3F39CFCA-9A19-44CD-BA1A-D938E045594D,Mycoporum,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebebd0,Myriospora,3378,B590C9B3-E7E4-496B-937A-3C84C3BF2B30,Myriospora,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebebee,Naetrocymbe,3410,8DDD7EF4-BAFA-42BB-ABBD-E9D1689C105C,Naetrocymbe,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebec3d,Neobarya peltigerae,511231,DC2249E5-29AF-40EB-88A8-DFFD11A524F2,Neobarya peltigerae,20,Pathotroph,Lichen Parasite,Possible,NULL,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebec83,Nephroma,3493,5C6439B9-407D-45CB-95A0-306CE3F8D186,Nephroma,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebed1c,Omphalaria,"c(3565, 516132)","C(1BF96B2A-86B5-460E-AA96-A2CA4B12B080,AEED8795-CD0A-467B-B85A-8632C43A2F8E)",Omphalaria,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Peccania,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebed27,Omphalodium,3568,E6B4A161-B065-4321-91A6-F0D25C085160,Omphalodium,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,Syn. Omphalora,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
,58f450ef791497fd28ebed34,Opegrapha,"c(3582, 3583)","C(1CB1C990-36B9-11D5-9548-00D0592D548C,C7FE0AFC-BE57-419A-96A3-6289C88F868C)",Opegrapha,13,Symbiotroph,Lichenized,Possible,Microfungus-Thallus,NULL,Lichenized and non-licenized taxa,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,
