completed,oid,taxon,mbNumber,guid,CORRECT_taxon,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource,,,,,,,,
,5965b8c3c80c5ec66f3ad7ef,Cryptococcus aerius,255931,1CB1B114-36B9-11D5-9548-00D0592D548C,Cryptococcus aerius,20,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Probable,Yeast,NULL,Has ability to decay starches (Shafiee et al. 2005); Likely opportunistic human pathogen (Irinyi et al. 2015),"Shafiee R, et al. 2005. Journal of Biological Sciences 6:717-723 ((https://doi.org/10.3923/jbs.2005.717.723)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))",,,,,,,,
,591a92f9791497fd28ec1add,Auxarthronopsis,563744,912AD462-EB5E-4678-BE82-AEEC14CAF985,Auxarthronopsis,13,Saprotroph,Undefined Saprotroph,Probable,Microfungus,NULL,Isolated on horse hair in soil (Sharma et al. 2013),"Sharma R, et al. 2013. IMA Fungus 489-102",,,,,,,,
,5965b8c3c80c5ec66f3ad7ee,Vestigium,10404,31BBF611-FD6F-4667-AD5F-C2A515A1E93B,Vestigium,13,Symbiotroph,Endophyte,Highly Probable,Root Endophyte,NULL,NULL,"Shoemaker RA, et al. 2013. North American Fungi 81-6",,,,,,,,
,591a92f9791497fd28ec1aa1,Alogomyces,519672,0546BF22-9A59-400C-BEBF-04EC19F8EA0F,Alogomyces,13,Saprotroph,Dung Saprotroph,Highly Probable,Microfungus,NULL,Isolated from horse manure (Simmons et al. 2012),"Simmons DM, et al. 2012. Mycologia 104157-163",,,,,,,,
,5b724ad0fb6fc01094bd8a0c,Dennisiomyces,17485,54F99331-ABC9-4FA1-80B1-AD50B2E6BCEC,Dennisiomyces,13,Saprotroph,Undefined Saprotroph,Possible,Agaricoid,NULL,NULL,Singer R. 1955. Anais da Sociedade de Biologia de Pernambuco 13225-33,,,,,,,,
,58f450ef791497fd28ebf74e,Simocybe,18545,1CB1A2B8-36B9-11D5-9548-00D0592D548C,Simocybe,13,Saprotroph,Wood Saprotroph,Highly Probable,NULL,NULL,In N.Z. and Australia three species are reported on bare or moss-covered soil (Matheny PB. 2016 pers. comm.).,"Singer R. 1973. Beih. Nova Hedwigia 44:485-517; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd47d,Acremonium sordidulum,308197,89D9AD87-4023-4958-8657-2E59B0EC3107,Acremonium sordidulum,20,Pathotroph,Fungal Parasite,Highly Probable,Microfungus,NULL,Infects Colletotrichum dematium f. truncata,"Singh UP, et al. 1978. Mycologia 70453-455",,,,,,,,
,590eac77f36d281fc3b94832,Marssoniella,8848,5D28FA3D-E621-4092-89A5-064C5884FE5C,Marssoniella,13,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,"See Marssoniella juglandis, Ophiognomonia leptostyla, and Syn. Gnomonia leptostyla; Causes leaf blotch and spots, also known as walnut anthracnose or walnut black spot (Sogonov et al. 2008)","Sogonov MV, et al. 2008. Studies in Mycology 621-79",,,,,,,,
,590eac3ff36d281fc3b9482c,Marssoniella juglandis,354537,680BE946-DBE5-449A-AD0D-897A9C35F8C3,Marssoniella juglandis,20,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,"Marssoniella juglandis is the anamorph of Ophiognomonia leptostyla, Syn. Gnomonia leptostyla; Causes leaf blotch and spots, also known as walnut anthracnose or walnut black spot (Sogonov et al. 2008)","Sogonov MV, et al. 2008. Studies in Mycology 621-79",,,,,,,,
,590ce400734d1d53c5f99c61,Ophiognomonia,3604,76C49B56-981C-4610-8083-9BCFD825EBA6,Ophiognomonia,13,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,"See Marssoniella juglandis, Ophiognomonia leptostyla, and Syn. Gnomonia leptostyla; Causes leaf blotch and spots, also known as walnut anthracnose or walnut black spot (Sogonov et al. 2008)","Sogonov MV, et al. 2008. Studies in Mycology 621-79",,,,,,,,
,590ce319734d1d53c5f99bb6,Ophiognomonia leptostyla,512187,430C29A5-27CC-4431-A062-156FB7AFCBCA,Ophiognomonia leptostyla,20,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,"Syn. Gnomonia leptostyla; Anamorph = Marssoniella juglandis; Causes leaf blotch and spots, also known as walnut anthracnose or walnut black spot (Sogonov et al. 2008)","Sogonov MV, et al. 2008. Studies in Mycology 621-79",,,,,,,,
,5d9ff40f7c213e55613d6f39,Bullera pyricola,310009,1CB1ACAC-36B9-11D5-9548-00D0592D548C,Bullera pyricola,20,Symbiotroph,Epiphyte,Probable,Yeast,NULL,"Isolated from the pear phylloplane (Stadelmann 1975; Orthographic variant of Bullera pyricola; Syn. Bullera piricola, Udeniomyces pyricola)",Stadelmann F. 1975. Antonie van Leeuwenhoek 41:575-582,,,,,,,,
,5d9ff3fa7c213e55613d6f35,Bullera piricola,310009,1CB1ACAC-36B9-11D5-9548-00D0592D548C,Bullera piricola,20,Symbiotroph,Epiphyte,Probable,Yeast,NULL,"Isolated from the pear phylloplane (Stadelmann 1975; Syn. Bullera pyricola, Udeniomyces pyricola)",Stadelmann F. 1975. Antonie van Leeuwenhoek 41:575-582575-582,,,,,,,,
,5d9ff26d7c213e55613d6eb7,Udeniomyces pyricola,541906,EEC36AFD-1F57-4B97-B571-CFAECA59F267,Udeniomyces pyricola,20,Symbiotroph,Epiphyte,Probable,Yeast,NULL,Isolated from the pear phylloplane (Stadelmann 1975; Bullera piricola; B. pyricola),Stadelmann F. 1975. Antonie van Leeuwenhoek 41575-582,,,,,,,,
,5d9ff1f37c213e55613d6ea3,Udeniomyces,27406,1CB1CC4D-36B9-11D5-9548-00D0592D548C,Udeniomyces,13,Saprotroph-Symbiotroph,Epiphyte-Litter Saprotroph,Probable,Yeast,NULL,"Isolated from the pear phylloplane (Stadelmann 1975); Isolated from dead leaves of Oryza sativa, Miscanthus sinensis and Sasa sp. in Japan (Nakase & Suzuki 1986; Bullera spp.)","Stadelmann F. 1975. Antonie van Leeuwenhoek 41575-582; Nakase T, Suzuki M. 1986. Journal of General and Applied Microbiology Tokyo 32225-240",,,,,,,,
,58f450ef791497fd28ebee84,Periglandula,561039,ED617CCE-CE67-4247-90A2-9EF6BF714309,Periglandula,13,Symbiotroph,Clavicipitaceous Endophyte,Highly Probable,NULL,NULL,Class 1 Endophyte; Endophyte host-Convolvulaceae-Some species are vertically transmitted-Ergot alkaloids in morning glories always co-occur with Periglandula spp. (Beaulieu et al. 2015),"Steiner, et al. 2011. Mycologia1133-1145; Beaulieu WT, et al. 2015. Mycologia. 107667-678",,,,,,,,
,590ca625734d1d5ecfe89510,Coniosporium apollinis,444794,6A4EDD79-F209-4304-BA1C-D713A943F511,Coniosporium apollinis,20,Saprotroph,Undefined Saprotroph,Highly Probable,Microfungus,NULL,Rock-inhabiting fungi isolated from marble (Sterflinger et al. 1997),"Sterflinger K, et al. 1997. Antonie van Leeuwenhoek 72349-353",,,,,,,,
,590ca615734d1d5ecfe8950f,Coniosporium perforans,444795,77E8EAE2-E3BF-4C71-AFC4-A69C2C46A864,Coniosporium perforans,20,Saprotroph,Undefined Saprotroph,Highly Probable,Microfungus,NULL,Rock-inhabiting fungi isolated from marble (Sterflinger et al. 1997),"Sterflinger K, et al. 1997. Antonie van Leeuwenhoek 72349-353",,,,,,,,
,58f450ee791497fd28ebe1d5,Eurotiales,90472,1CB1CE25-36B9-11D5-9548-00D0592D548C,Eurotiales,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 2071145-1158",,,,,,,,
,58f450ef791497fd28ebe613,Hypocreales,90477,1CB18E60-36B9-11D5-9548-00D0592D548C,Hypocreales,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 2071145-1158",,,,,,,,
,58f450ef791497fd28ebeb0f,Mucorales,816394,E9EACC48-A88C-44D4-86AF-465FE43B31FA,Mucorales,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 2071145-1158",,,,,,,,
,58f450ef791497fd28ebf5d2,Saccharomycetales,816369,B73A15F4-AB90-4E11-B6D7-E0BE710B986C,Saccharomycetales,7,Saprotroph,Undefined Saprotroph,Possible,Yeast,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 2071145-1158",,,,,,,,
,58f450ef791497fd28ebf84c,Sporidiales,NA,NA,Sporidiales,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 2071145-1158",,,,,,,,
,58f450ef791497fd28ebfaca,Tremellales,90451,1CB1CE64-36B9-11D5-9548-00D0592D548C,Tremellales,7,Pathotroph-Saprotroph-Symbiotroph,Fungal Parasite-Undefined Saprotroph,Possible,Tremelloid-Yeast,NULL,"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 2071145-1158",,,,,,,,
,58f450ef791497fd28ebea8b,Miltidea,3211,208E6B6C-6905-4885-934C-70904A7EB03B,Miltidea,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Stirton J. 1897. Transactions of the New Zealand Institute 30382-393,,,,,,,,
,591a92f9791497fd28ec1ad9,Auratiopycnidiella,564733,0B2608C0-219B-4491-A4F8-AFF3CDB96272,Auratiopycnidiella,13,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,From leaf spots (Su & Cai 2012),"Su YY, Cai L. 2012. Persoonia 2876-84",,,,,,,,
,58f450ef791497fd28ebe8ab,Lindquistia,8780,E821B810-4636-4CFE-BD5E-3A379BB55061,Lindquistia,13,Saprotroph,Dung Saprotroph,Probable,NULL,NULL,NULL,"Subramanian CV, Chandrashekara KV. 1977. Boletin de la Sociedad Argentina de Botanica 18145-151; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,5b724ba1fb6fc01094bd8a52,Erythrobasidium,11244,10CFACC8-EC30-446D-8655-EE8E62F117D9,Erythrobasidium,13,Saprotroph,Undefined Saprotroph,Possible,Yeast,NULL,NULL,"Sugiyama J, Hamamoto M. 1998. The Yeasts 4654-655 ((https://doi.org/10.1016/B978-044481312-1/50086-1))",,,,,,,,
,5965b8c3c80c5ec66f3ad844,Restingomyces,815514,F56C45A6-722D-4698-9D91-42B0FAB88D42,Restingomyces,13,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Gasteroid,NULL,"Associates with Caesalpinia echinata and Lafoensia pacari, Eugenia luschnathiana in Brazil. Phylogenetically nests between Hystergangium and Trappea, making it very probable was an ectomycorrhizal fungus.","Sulzbacher MA, et al. 2016. Mycologia 108954-966",,,,,,,,
,591a92f9791497fd28ec1aa4,Alysidiella,510004,A42EBB19-6597-4D24-B0C1-921D386B72A2,Alysidiella,13,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,NULL,"Summerell BA, et al. 2006. Fungal Diversity 23323-350",,,,,,,,
,5d9fd2ee7c213e55613d63d1,Ophiocordycipitaceae,504190,118FAE1B-EB93-4474-A604-F47BB984C8D1,Ophiocordycipitaceae,9,Pathotroph-Symbiotroph,Endophyte-Insect Pathogen,Probable,Microfungus,NULL,A family of parasitic fungi (Sung et al. 2007),"Sung GH, et al. 2007. Studies in Mycology 57:5-59 ((https://doi.org/10.3114/sim.2007.57.01)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))",,,,,,,,
,58f450ee791497fd28ebdfd7,Dioszegia,8042,B16650E2-1E85-4661-9BE4-54B7F4B97D9C,Dioszegia,13,Saprotroph,Undefined Saprotroph,Probable,Yeast,NULL,The Dioszegia subclade sensu Inacio (Inacio et al. 20015) is characterized by orange-yellow or orange to deep orange colonies. Isolated from plant leaves and soil.,"Takashima M, et al. 2011 International Journal of Systematic and Evolutionary Microbiology 611736-1739",,,,,,,,
,58f450ee791497fd28ebdfd8,Dioszegia rishiriensis,517360,78603978-4005-4383-9327-1DFF2A80C18A,Dioszegia rishiriensis,20,Saprotroph,Undefined Saprotroph,Probable,Yeast,NULL,Isolated from soil.,"Takashima M, et al. 2011 International Journal of Systematic and Evolutionary Microbiology 611736-1739",,,,,,,,
,591a92f9791497fd28ec1abd,Aquastroma,811325,BA654334-1F16-439F-B111-19C2EEFD14BD,Aquastroma,13,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,NULL,From aquatic environments on sumerged wood (Tanak et al. 2015),"Tanaka K, et al. 2015. Studies in Mycology 8275-136 ((https://doi.org/10.1016/j.simyco.2015.10.002))",,,,,,,,
,5b4d75a1fb6fc07d5ad2793d,Clypeoloculus,811318,B174AA73-0A6D-4ECF-A5A1-6F9A175356ED,Clypeoloculus,13,Saprotroph,Wood Saprotroph,Probable,Microfungus,NULL,NULL,"Tanaka K, et al. 2015. Studies in Mycology 8275-136 ((https://doi.org/10.1016/j.simyco.2015.10.002))",,,,,,,,
,5b4d71e5fb6fc07d5ad2782f,Chaetospermum,7593,1CB1820C-36B9-11D5-9548-00D0592D548C,Chaetospermum,13,Saprotroph,Undefined Saprotroph,Probable,Microfungus,NULL,NULL,"Tangthirasunun N, et al. 2014. Phytotaxa 175061-072 ((http://doi.org/10.11646/phytotaxa.175.2.1))",,,,,,,,
,58f450ef791497fd28ebef90,Phialophora finlandia,NA,NA,Phialophora finlandia,20,Symbiotroph,Endophyte,Highly Probable,Microfungus,NULL,"Dark Septate Endophyte, known from plant roots.","Taylor DL, et al. 2014. Ecological Monographs 84:3-20 ((https://doi.org/10.1890/12-1693.1)) (as Dark Septate Endophyte)",,,,,,,,
,58f450ee791497fd28ebd74b,Astrosporina,"c(17116, 505970)","C(1CB17ECE-36B9-11D5-9548-00D0592D548C,BDA9EFAD-82B1-4349-953F-668749E54575)",Astrosporina,13,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",,,,,,,,
,58f450ee791497fd28ebe302,Gastrolactarius,"c(541069, 529156)","C(0D3831AE-9221-4880-86E1-6FB3FE30E595,EAC9C033-8E3E-48AE-B800-669AE6275DED)",Gastrolactarius,13,Symbiotroph,Ectomycorrhizal,Highly Probable,Secotioid,NULL,NULL,"Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",,,,,,,,
,58f450ef791497fd28ebe731,Lachnea,"c(2614, 2613)","C(1CB1C833-36B9-11D5-9548-00D0592D548C,32D691C8-67F0-4A14-9061-C620A62BB0E8)",Lachnea,13,Symbiotroph,Ectomycorrhizal,Highly Probable,Pezizoid,NULL,NULL,"Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",,,,,,,,
,58f450ef791497fd28ebe4c6,Heimielia,NA,NA,Heimielia,13,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",,,,,,,,
,58f450ef791497fd28ebea4b,Microdochium,8926,1CB1C8E5-36B9-11D5-9548-00D0592D548C,Microdochium,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Possible,Microfungus,NULL,Dark Septate Endophyte,"Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as Plant Pathogen); Mandyam, et al. 2012. Mycorrhiza 22109-119 ((as DSE)).",,,,,,,,
,58f450ee791497fd28ebd449,Acanthostigmella,"c(17, 18)","C(B6A1C359-BF5F-41FC-8170-426754AB1E85,1774F91C-96AE-46AA-B92B-4C66AE9A4A43)",Acanthostigmella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd4a9,Adelphella,"c(533871, 539188)","C(EB54D5C2-F7A1-4537-9531-4F13CD0E24D5,ED47248B-1977-4B62-BA59-D70CC472E7D9)",Adelphella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd4c3,Agaricus,"c(17030, 17032, 17031)","C(1CB1C453-36B9-11D5-9548-00D0592D548C,E59204F6-DC83-4F4A-8261-12F40F8F0608,83073987-57CC-4377-AA5A-DA2C6E658B8B)",Agaricus,13,Saprotroph,Undefined Saprotroph,Probable,Agaricoid-Gasteroid-Secotioid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd4f6,Aleuria,"c(120, 119)","C(1CB17CF0-36B9-11D5-9548-00D0592D548C,1CB1C45B-36B9-11D5-9548-00D0592D548C)",Aleuria,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd4f8,Aleurina,"c(122, 25886)","C(159965AA-1942-49B4-B9F2-EE0305794B97,1CB1C45C-36B9-11D5-9548-00D0592D548C)",Aleurina,13,Symbiotroph,Ectomycorrhizal,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd4fc,Aleurodiscus,"c(91106, 91107, 17041)","C(1A81730B-6F19-43C8-990E-8AC95EB27A9A,CBC30972-5F2B-49EC-866F-C3121692361A,1CB17CF8-36B9-11D5-9548-00D0592D548C)",Aleurodiscus,13,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd513,Allochytridium,"c(91163, 20016)","C(DDF6C7F8-2ADF-4DC5-8C18-06A191A2EF96,367FB890-8707-4DA7-8B6E-075892FC54B6)",Allochytridium,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd51e,Alocospora,NA,NA,Alocospora,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd562,Amauroderma,"c(17053, 17052)","C(1CB17D4E-36B9-11D5-9548-00D0592D548C,1CB1C468-36B9-11D5-9548-00D0592D548C)",Amauroderma,13,Pathotroph-Saprotroph,Plant Pathogen,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd56e,Ambrosiella,"c(532635, 7119)","C(12CD1BC8-F9F1-4752-AF28-921AE6C5BCC0,0212161E-AC78-4509-9175-2E4F42D58A4D)",Ambrosiella,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd574,Ameson,NA,NA,Ameson,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd58f,Ampliotrema,"c(34085, 28787)","C(5E0739B5-F31B-4816-865C-A21E0AADCBCA,E418B78A-4B51-4E7F-9CAA-4E1057756293)",Ampliotrema,13,Symbiotroph,Lichenized,Probable,Thallus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd59e,Amyloporia,"c(91045, 17070, 39010)","C(68B03CDB-0FE1-41EF-8068-3A1CBDC00D6D,4E9B7651-43BF-4A50-810F-88BF3D1D96EE,DDC120AD-AC70-4123-89B5-2427228EDEF8)",Amyloporia,13,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd5ad,Ancistroporella,NA,NA,Ancistroporella,13,Symbiotroph,Lichenized,Probable,Thallus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd5c0,Anhelia,NA,NA,Anhelia,13,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd5c7,Anisomyces,"c(17077, 202)","C(13133A8F-3D95-4A23-8BEC-666804CF1387,1CB1C47D-36B9-11D5-9548-00D0592D548C)",Anisomyces,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd5c9,Anncaliia,NA,NA,Anncaliia,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd5f4,Antonospora,NA,NA,Antonospora,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd625,Apiosporina,"c(266, 267)","C(1CB1C495-36B9-11D5-9548-00D0592D548C,1CB1C496-36B9-11D5-9548-00D0592D548C)",Apiosporina,13,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd637,Aposphaeria,"c(22033, 7198)","C(17DD7193-44A9-485F-A98E-52545E95F389,C76ECC57-2A3A-41AB-B22B-1CEFC56B2B00)",Aposphaeria,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd697,Arthrographis,"c(91029, 7222)","C(A66F5CF0-B2F2-4C0D-A6C0-C788FCDBBFE3,1CB1C4AF-36B9-11D5-9548-00D0592D548C)",Arthrographis,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd6a2,Articulispora,NA,NA,Articulispora,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd6a9,Asbolisia,"c(7234, 22039)","C(AD818D72-F738-415D-8F10-56FD3F24D8EE,1CB17E19-36B9-11D5-9548-00D0592D548C)",Asbolisia,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd6ab,Aschersonia,"c(17105, 7236)","C(1CB17E1A-36B9-11D5-9548-00D0592D548C,1CB1C4B3-36B9-11D5-9548-00D0592D548C)",Aschersonia,13,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd6ac,Ascidiophora,NA,NA,Ascidiophora,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd762,Atylospora,NA,NA,Atylospora,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd763,Auerswaldia,"c(25041, 463)","C(C083AD00-2183-4CAE-A85A-F6871DAE7A2E,1CB1C4D8-36B9-11D5-9548-00D0592D548C)",Auerswaldia,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd78b,Austrographa,"c(581680, 550188, 545630)","C(1CD6D1B1-FBA1-489A-892E-CE7312153730,2B75D2C1-A991-4EE8-B223-D51A9F41D78C,D4176FCD-EB05-4FE4-B911-F974E2A11824)",Austrographa,13,Symbiotroph,Lichenized,Probable,Thallus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd79f,Bacillidium,NA,NA,Bacillidium,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd7a7,Baeomycomyces,NA,NA,Baeomycomyces,13,Symbiotroph,Lichenized,Probable,Thallus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd7b2,Bahuskala,NA,NA,Bahuskala,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd7e2,Battareopsis,NA,NA,Battareopsis,13,Saprotroph,Undefined Saprotroph,Probable,Gasteroid,NULL,Common name - stalked puffball,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd7f0,Beloniella,"c(534, 25042, 533)","C(238F2820-F87A-4211-9F08-93AC10E441A4,1CB1C4FA-36B9-11D5-9548-00D0592D548C,F4887902-A638-40A8-B6CC-49CB29CA2B5B)",Beloniella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd7fe,Berwaldia,NA,NA,Berwaldia,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd830,Biseucladinomyces,NA,NA,Biseucladinomyces,13,Symbiotroph,Lichenized,Probable,Thallus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
